name,latitude,longitude,phone,postal
Rivers Home Hardware ,50.0306313,-100.2399584,204-328-7570,R0K 1X0
Rivers Super Thrifty ,50.03059,-100.238836,204-328-7420,R0K 1X0
Brandon Household Hazardous Waste Depot ,49.84215,-99.98286,204-729-2281,R7B 0N2
PrarieMobile Communications ,49.82739222,-99.94217778,204-728-4134,R7A 7G3
City of Brandon ,49.82742,-99.94987963,204-729-2171,R7A 7M1
Canadian Tire ,49.82451936,-99.96182468,204-728-5801,R7A 5C6
Staples Canada ,49.82467149,-99.96182574,204-571-5640,R7A 5C6
ListenUp! Canada ,49.83893864,-99.96201,204-727-2455,R7A 5B5
Hunters Services ,49.83600408,-99.96943959,204-727-5522,R7B 0S2
Brandon Public Library ,49.84847,-99.94752163,204-727-6648,R7A 0K9
Home Depot ,49.86465011,-99.96183,204-571-3300,R7A 7S1
Princess Auto ,49.88444595,-99.9614824,204-726-0601,R7C 1A6
RM of Blanshard ,49.60786,-99.74422,204-566-2146,R0K 1T0
Carberry/North Cypress Library ,49.60786,-99.74422,204-834-3043,R0K 0H0
RM of South Cypress ,49.55520816,-99.2912498,204-827-2252,R0K 0X0
Holland Recycling Depot ,49.5912,-98.8781,204-526-2423,R0G 0X0
Holland Home Hardware ,49.5912,-98.8781,204-526-2731,R0G 0X0
Holland WDG ,49.5982572,-98.8815113,204-526-2423,R0G 0X0
Cypress River WTS ,49.6285491,-98.9904016,204-526-2423,R0K 0P0
Pembina Co-op Home Centre ,49.53271,-98.54796,204-248-2311,R0G 1M0
Rathwell Transfer Station ,49.65058,-98.5464,204-723-2044,R0G 1S0
Pembina Co-op Home Centre ,49.65481,-98.34445,204-379-2078,R0G 1Z0
Carman Waste Transfer ,49.5040503,-98.0016134,204-745-2443,R0G 0J0
Carman Coop ,49.50739053,-98.00161947,204-745-6791,R0G 0J0
Rural Municipality of Stuartburn ,49.60592759,-97.04459138,204-425-3218,R0A 2K0
RM of Ritchot ,49.67146303,-97.11163576,204-803-2293,R5A 1B9
Biblioth̬que Ritchot ,49.70667367,-96.98494437,204-878-2147,R0A 0T0
Environmental Options ,50.2573722,-96.05968565,204-345-9855,R0E 1A0
Coca Cola Falls Waste Disposal Grounds ,50.4077271,-95.691919,204-367-6170,R0E 1M0
Beausejour Home Hardware ,50.06179,-96.51880645,204-268-9174,R0E 0C0
Dunning Road Tranfer Station ,50.21954,-96.39285,204-482-3300,R0E 0M0
St Anne Builders Supply ,49.67123871,-96.65256677,204-422-5307,R5H 1G8
Prairie Mobile Communications ,49.7552345,-94.5633985,807-547-2929,P0X 1C0
St Georges SWDG ,50.534129,-96.170894,204-367-6170,R0E 1V0
Pharmasave ,49.93803,-96.8424,204-444-3030,R0E 1J1
Town of Powerview-Pine Falls ,49.9310725,-96.84241,204-367-8483,R0E 1P0
Springfield Public Library ,49.8859098,-96.8428765,204-853-2039,R0E 0K0
RM of Springfield ,49.9449965,-96.9594486,204-755-2220,R0E 1J0
Transcona Library ,49.8961483,-97.0036049,204-986-3953,R2C 1S6
Rural Municipality of East St. Paul ,49.97119364,-97.01038545,204-668-8112,R2E 1A7
Municipality of St. Clements ,50.13199772,-96.82248525,204-482-3300,R0E 0M0
Vickar Community Chevrolet ,49.8944224,-97.0338499,204-661-8238,R2C 3A8
Staples Canada ,50.15600036,-96.89796773,204-785-5530,R1A 4M2
Gaynor Famliy Regional Library ,50.15155735,-96.88761612,204-482-3522,R1A 2H4
Responsible Electronics Recycling (RER) ,50.15057408,-96.87566286,204-482-2111,R1A 1E5
Earl Grey Landfill ,50.2405195,-96.9709811,204-738-2264,R0C 0P0
Clandeboye Landfill ,50.2500362,-97.0197663,204-738-2264,R0C 0P0
City of Winnipeg ,49.95202242,-97.10306394,204-986-4806,R2V 4T8
The Salvation Army ,49.93093515,-97.06727909,204-953-1503,R2G 1B9
Palliser Furniture Upholstery Ltd. ,49.93046694,-97.06587969,204-988-3994,R2G 1B9
Home Depot ,49.95265,-97.14497,204-336-5530,R2V 3J7
Staples Canada ,49.95262,-97.14487,204-925-4510,R2V 3J7
Canadian Tire ,49.95251015,-97.1482192,204-632-5212,R2V 3E1
The Source ,49.95251015,-97.1482192,204-338-1301,R2V 3E1
RM of Rockwood ,50.1367725,-97.32664,204-461-0155,R0C 2Z0
Town of Stonewall ,50.1365275,-97.32664,204-467-7964,R0C 2Z0
South Interlake Regional Library - Stonewall ,50.132932,-97.3266276,204-467-8415,R0C 2Z0
Arborg Home Hardware ,50.132004,-97.3266212,204-376-3090,R0C 0A0
Stonewall Home Hardware ,50.13066917,-97.32661083,204-467-5589,R0C 2Z0
Argyle Disposal Site ,50.1146348,-97.4822859,204-383-5679,R0C 3H0
Woodlands Disposal Site ,50.2263473,-97.505829,204-375-6056,R0C 3H0
Sir William Library ,49.93539138,-97.19501,204-986-7156,R2X 3B9
Makita Factory Service Centre ,49.91263376,-97.19913481,204-694-0402,R3H 0L3
Hilti (Canada) ,49.9050653,-97.20675051,204-694-4787,R3H 0P8
The Battery Man ,49.90429526,-97.19978372,204-775-8271,R3H 0L1
Athena Small Equipment Repair ,49.90117232,-97.19735212,204-786-1900,R3E 0K5
Equal Opportunities West ,49.89213078,-97.30078723,204-888-5422,R2Y 1C6
RONA ,49.89771207,-97.19732655,204-774-7389,R3E 3P8
MB Battery ,49.91278,-97.16767,204-783-8787,R3E 1P4
Accutool Service Centre ,49.89142105,-97.21023947,204-772-6523,R3H 0R9
Staples Canada ,49.891493,-97.200831,204-783-7874,R3H 0X2
West End Library ,49.89724,-97.18189,204-986-4678,R3E 3K6
Princess Auto ,49.88186,-97.29449667,204-831-8275,R3K 0Z1
ListenUP! Canada ,49.87819213,-97.27326985,204-885-5881,R3J 0R2
Canadian Tire ,49.88243667,-97.31052167,204-888-0280,R3K 2G6
St. James Library ,49.87851,-97.22132,204-986-3426,R3J 0J2
Staples Canada ,49.88206897,-97.31359377,204-925-4518,R3K 2G6
Westwood Library ,49.87851375,-97.30378875,204-986-4747,R3K 0T3
West Kildonan Library ,49.93641957,-97.12792087,204-986-4386,R2V 0N3
Winnipeg Fire Hall # 11 ,49.87929477,-97.20716638,204-889-5214,R3J 0E4
St. Johns Library ,49.92528,-97.13315,204-986-4690,R2W 4M5
Daniel McIntyre/St Matthews Community Association ,49.89328263,-97.16927158,204-774-7005,R3G 0C3
The Source ,49.880895,-97.1982425,204-774-0759,R3G 0W4
RM of Rosser ,49.9680979,-97.3985891,204-467-5711,R0H 1E0
Advance Automotive ,49.88520912,-97.1828429,204-772-9579,R3G 2T3
Batbox Pickup ,49.87493067,-97.30992095,204-794-8366,R3K 0M1
Winnipeg Fire Hall #1 ,49.89901235,-97.14675,204-986-6308,R3A 0Z8
Mother Earth Recycling Inc. ,49.90648,-97.1339875,204-942-7900,R2W 3N5
Staples Canada ,49.89194,-97.14844,204-925-4514,R3B 3H6
The Manitoba Museum ,49.9002,-97.13554,204-988-0654,R3B 0N2
MedoCare Pharmacy ,49.90276,-97.13236,204-942-7220,R3B 0J7
Mountain Equipment Co-op ,49.893818,-97.143296,204-943-4202,R3B 2B4
ListenUP! Canada ,49.89053091,-97.14768182,204-957-7711,R3C 3J5
Winnipeg Transit Lost Property Kiosk ,49.89529875,-97.138905,204-986-6648,R3C 0A3
Millennium Library ,49.89171429,-97.14243857,204-986-6462,R3C 3P5
Millennium Library ,49.89171429,-97.14243857,204-986-6472,R3C 3P5
The Source ,49.89526368,-97.13728105,204-943-5917,R3B 3H6
Winnipeg Downtown Zone ,49.8946,-97.1381,204-984-8724,R3C 3Z3
Eliminator-rc ,49.90358889,-97.12634444,204-947-2865,R3B 0B4
Henderson Library ,49.91751,-97.11339,204-986-4314,R2K 2M5
Charleswood Library ,49.85764,-97.28273,204-986-6781,R3R 0G7
Cornish Library ,49.878426,-97.15944739,204-986-4680,R3C 2E1
River Heights Library ,49.86346,-97.18977,204-986-4937,R3N 0J6
City of Winnipeg ,49.88677629,-97.13536258,204-986-2280,R3C 4X5
St. Boniface Library ,49.89159423,-97.12458308,204-986-4272,R2H 0G2
Winnipeg Fire Hall #4 ,49.87771,-97.14489,204-986-4700,R3L 1Y6
Price Electronics ,49.9189735,-97.084632,204-669-4220,R2K 3Z9
Munroe Library ,49.91057,-97.08243,204-986-3738,R2K 2Z4
iTech Tool Technology ,49.90215,-97.09605,204-777-7372,R2L 2C5
Canadian Tire ,49.8965792,-97.0560773,204-667-2454,R2C 4M4
R D Cycle Clinic ,49.88592,-97.05537788,204-233-6651,R2J 0H3
The Source ,49.8985215,-97.0599955,204-661-4796,R2C 4J2
Staples Canada ,49.8955207,-97.0603622,204-661-1563,R2C 3B4
RONA ,49.90638,-97.066645,204-663-7389,R2K 4C6
Home Depot ,49.8945739,-97.0684791,204-654-5400,R2C 3B4
Princess Auto ,49.899417,-97.071689,204-669-4252,R2C 2Z1
Interstate Batteries of Manitoba ,49.89897,-97.0805975,204-694-2999,R2L 2B9
Canadian Tire ,49.85387625,-97.0683275,204-254-5169,R2J 3Z7
Windsor Park Library ,49.86106,-97.07625333,204-986-4948,R2J 1G3
Alcom Electronics ,49.88191,-97.08473391,204-237-9099,R2J 0K4
BSE Home Electronics ,49.86810667,-97.11075889,204-237-7631,R2M 3L2
Home Depot ,49.83766,-97.09495,204-253-2296,R2M 5S1
Simply Computing ,49.87294,-97.11512,204-942-6227,R2H 1J5
St.Vital Library ,49.85170203,-97.11406334,204-986-5627,R2M 0Y2
The Forks ,49.88753,-97.12956,204-290-6822,R3C 4L9
RM of Tache ,49.75161,-96.8937,204-878-3321,R0A 0Y0
Lorette Home Hardware ,49.75161,-96.8937,204-878-2585,R0A 0Y0
Louis Riel Library ,49.82064,-97.09923,204-986-4517,R2N 3T8
Sears (Canada) ,49.8279269,-97.1090885,204-957-3011,R2M 5E2
Osborne Library ,49.86357,-97.13319,204-986-4776,R3L 2B3
The Source ,49.82909601,-97.11474071,204-257-1937,R2M 5E5
London Drugs ,49.82909601,-97.11474071,204-253-1650,R2M 5E5
ListenUp! Canada ,49.82455938,-97.1142475,204-253-3722,R2M 3V7
Pembina Trail Library ,49.79375308,-97.15729846,204-986-4378,R3T 2H7
Fort Garry Library ,49.83945278,-97.15179823,204-986-4917,R3T 2B4
Staples Canada ,49.85114,-97.15248,204-269-5928,R3T 4S5
City of Winnipeg ,49.83544532,-97.17925836,204-986-2962,R3E 3S8
The Source ,49.85939217,-97.16451424,204-474-1623,R3M 2A6
Canadian Tire ,49.82053654,-97.20038969,204-269-9630,R3Y 1V5
RONA ,49.82312061,-97.20284434,204-487-7662,R3P 2M6
Home Depot ,49.82372776,-97.20297223,204-928-7110,R3P 2M4
Urbanmine ,49.83208075,-97.20658143,204-774-0192,R3P 2H7
4R WPG Depot - Brady ,49.72396,-97.21962,204-806-0610,R3V 0B5
FortWhyte Alive ,49.81893625,-97.23388031,204-989-8358,R3P 2K9
Treherne Transfer Station ,49.7685,-97.41355,204-723-2044,R0G 2V0
Rural Municipality of St. Francois Xavier ,49.91291889,-97.54145921,204-864-2092,R4L 1A5
RM of Grey ,49.67556,-97.99222,204-436-2014,R0G 0N0
ListenUP! Canada ,49.9729311,-98.2852361,204-856-0459,R1N 0K8
Portage la Prairie Regional Library ,49.97382583,-98.289845,204-857-4271,R1N 1V1
Portage and District Recycling Inc ,49.98093,-98.27287,204-856-5520,R1N 3B9
RONA ,49.971232,-98.3180062,204-239-5440,R1N 3N8
City of Portage la Prairie MB ,49.97857,-98.30409,204-239-8384,R1N 3S2
The Source ,49.97371,-98.32436,204-239-0893,R1N 0G5
Canadian Tire ,49.9723892,-98.3315256,204-857-3408,R1N 3B5
Sprucedale Industries Inc ,49.94561,-98.93583,204-637-2313,R0H 0C0
Municipality of North Norfolk ,49.96681,-98.77114,204-685-2211,R0H 0R0
North Norfolk MacGregor Library ,49.96681,-98.77114,204-685-2796,R0H 0R0
Nor-Mac Landfill ,49.9740353,-98.7745039,204-685-2988,R0H 0R0
Reston Drugs ,49.56078,-101.09424,204-877-3641,R0M 1X0
RM of Pipestone ,49.55864,-101.08865,204-877-3327,R0M 1X0
Evergreen Environmental Technologies ,50.248645,-99.83879,204-867-7161,R0J 1E0
Rural Municipality of Argyle ,50.12061196,-100.0297176,204-535-2176,R0K 0B0
RM of Prairie Lakes ,50.11935082,-100.03228,204-537-2241,R0K 0C0
Erickson District Library ,50.22627145,-99.47887081,204-636-2325,R0J 0P0
Team Electronics ,50.2315912,-99.4662912,204-476-3636,ROJ 1HO
Neepawa Public Library ,50.22935244,-99.46432286,204-476-5648,R0J 1H0
Gladstone District Library ,50.227194,-98.9507969,204-385-2641,R0J 0T0
Langruth Library ,50.38321,-98.6754,204-445-2030,R0H 0N0
RM of Cartier ,50.03231,-98.43232,204-353-2214,R0H 0H0
Rural Municipality of Armstrong ,50.51702,-97.50632,204-278-3545,R0C 1P0
Heritage Co-Op Centre ,50.9610559,-96.0347438,204-867-3723,R0E 1E0
BAR Waste Authority ,50.913158,-97.3105269,204-376-3431,R0C 0A0
RM of Springfield ,50.6694,-96.56284,204-222-7516,R0E 1J0
Traverse Bay SWDG ,50.6362559,-96.5069614,204-367-6170,R0E 2A0
Evergreen Regional Library ,50.6337633,-96.9852175,204-642-7912,R0C 1B0
True Value Hardware ,50.63195667,-96.99387,204-642-5489,R0C 1B0
RONA ,50.6304021,-96.9973338,204-642-9688,R0C 1B0
Countryside Home Hardware ,51.08087,-97.60295,204-372-8501,R0C 0Z0
Gimli Industrial Business Park ,50.63586,-97.04397,204-642-6650,R0C 1B0
St. Clements Landfill ,50.582376,-96.5807004,204-482-3300,R0E 0M0
Peguis Home Hardware ,50.53747,-96.98299,204-372-6562,R0C 1N0
Kozy Producations ,50.49850422,-96.96780237,204-886-2378,R0C 3B0
RM of Coldwell ,50.49768667,-96.96666333,204-762-5421,R0C 1Y0
Eriksdale District Library ,50.49669667,-96.96569111,204-739-2668,R0C 0W0
RM Of Eriksdale ,50.496735,-96.96573,204-739-2666,R0C 0W0
Home Hardware Lundar ,50.49647625,-96.9654675,204-762-5331,R0C 1Y0
Rural Municipality of Alonsa ,50.7983351,-98.9754259,204-767-2054,R0H 0A0
Teulon Waste Disposal Ground ,50.62521,-97.42512,204-467-2272,R0C 2Z0
Siglunes District Library ,50.62521,-97.42512,204-768-2048,R0C 0E0
Bowsman Library ,51.06498,-99.52396201,204-238-4615,R0L 0H0
Winnipegosis Library ,51.06498,-99.5241051,204-656-4876,R0L 2G0
Village of Winnipegosis ,51.06498,-99.5241051,204-656-4791,R0L 2G0
Dauphin Consumer Co-op Ltd ,51.06178676,-99.5239227,204-447-2545,R0L 1S0
Ste Rose Library ,51.05901469,-99.52391184,204-447-2527,R0L 1S0
Ochre River Library ,51.06227,-99.78197,204-733-2293,R0L 1K0
Dauphin Public Library ,51.15271265,-100.0462404,204-638-6410,R7N 1C9
Parkland Regional Recycling ,51.1402708,-100.0314147,204-638-5605,R7N 2V6
Dauphin Fire Department ,51.15227,-100.05278,204-622-3100,R7N 1G6
City of Dauphin ,51.14887,-100.05087,204-622-3213,R7N 1K3
D&O Soloway Outfitters ,51.70812,-100.67351,204-263-2643,R0L 1M0
McCreary & District Library ,50.77289714,-99.49238143,204-835-2629,R0J 1B0
Grandview Municipality ,51.17457,-100.69736,204-546-5250,R0L 0Y0
Grandview Library ,51.173281,-100.699916,204-546-5257,R0L 0Y0
Minitonas Home Hardware ,52.0850087,-101.0418677,204-525-4219,R0L 1G0
Minitonas Library ,52.086072,-101.0420708,204-525-3002,R0L 1G0
Municipality of Harrison Park ,50.62031,-99.96582,204-848-7614,R0J 1N0
Strathclair Library ,50.4983,-99.91279333,204-365-2539,R0J 2C0
South Mountain Waste Management Group ,50.49832214,-99.91467143,204-636-2961,R0J 0P0
True Value Hardware ,50.49832357,-99.91514571,204-867-2802,R0J 1E0
Sandy Lake Hardware ,50.67179857,-100.81083,204-585-2663,R0J 1X0
Rossburn Library ,50.66995,-100.81084,204-859-2687,R0J 1V0
Town of Rossburn ,50.66958818,-100.8108391,204-859-0050,R0J 1V0
Shoal Lake Community Library ,50.4379747,-100.5911972,204-759-2242,R0J 1Z0
RM of Yellowhead ,50.395948,-100.424488,204-365-2196,R0J 2C0
Birch River & District Library ,52.39108,-101.1048,204-236-4419,R0L 0E0
Town of The Pas ,53.8267969,-101.2560628,204-623-5423,R9A 1S3
The Pas Regional Library ,53.82701694,-101.2553639,204-623-2023,R9A 1R2
South Shore Sales ,54.23038,-100.60382,204-367-8720,R0E 0P0
Flin Flon Recycling Centre ,54.78514,-101.85921,204-687-6169,R8A 1S4
The City of Flin Flon ,54.7683965,-101.8759927,204-681-7501,R8A 0T7
Thompson Recycling Centre ,55.72859625,-97.86920639,204-677-7991,R8N 1N2
Thompson Public Library ,55.7449,-97.85526,204-677-3717,R8N 0C3
Pineland Co-op Hardware Department ,53.36903011,-104.01226,306-862-3101,S0E 1E0
RONA ,53.36656,-104.01379,306-862-3134,S0E 1E0
Northwest Regional Library ,52.10685,-101.26973,204-734-3880,R0L 1Z0
Town of Swan River ,52.1066542,-101.2695001,204-734-4586,R0L 1Z0
Mun of Swan Valley West ,52.10448818,-101.2742761,204-734-3344,R0L 1Z0
83 North Computer Store ,52.10513184,-101.2704514,204-734-6044,R0L 1Z0
Swan River Home Hardware ,52.10540898,-101.268798,204-734-2165,R0L 1Z0
Roblin & District Library ,52.10281,-101.27446,204-937-2443,R0L 1P0
Valley Lions Recycling Inc. ,52.1055432,-101.2640921,204-734-3460,R0L 1Z0
Northwest Regional Library Benito ,51.91509564,-101.5484766,204-539-2446,R0L 0C0
Municipality of Ethelbert ,51.91441,-101.55075,204-742-3301,R0L 0T0
Benito Home Centre ,51.914325,-101.54707,204-539-2489,R0L 0C0
Staples ,49.14685483,-102.9627126,306-637-3563,S4A 2T5
Municipality of Brenda-Waskada ,49.17927935,-101.2636534,204-673-2401,R0M 2E0
Weyburn Fire Department ,49.65915,-103.83557,306-848-3240,S4H 2K6
Sears (Canada) ,50.40427529,-105.5345388,306-692-7851,S6H 6M4
Canadian Tire ,50.406165,-105.5347017,306-693-0888,S6H 8B9
Staples Canada/Business Depot ,50.41182603,-105.5236474,306-694-6800,S6J 1L8
RONA ,50.41186,-105.5164847,306-624-2200,S6J 1L8
Lowes ,50.40546,-104.6445011,306-751-3000,S4W 0B7
SaskBattery ,50.45583,-104.61372,306-791-9844,S4R 2K4
Access Communications Co-operative Limited ,50.4437748,-104.5723783,306-565-5343,S4N 7K7
Canadian Tire ,50.46768,-104.61802,306-757-8608,S4R 2P4
Staples ,50.468135,-104.618225,306-546-1870,S4R 2P3
Home Depot ,50.4469909,-104.5572801,306-761-1919,S4N 6E6
Staples Canada/Business Depot ,50.44413306,-104.5456883,306-791-7790,S4V 2X5
Canadian Tire ,50.44318758,-104.5328091,306-522-8473,S4V 3A4
uBreakiFix ,50.44355342,-104.5325188,306-522-4349,S4V 3J2
Princess Auto ,50.4435802,-104.5301534,306-721-5115,S4V 3A4
RONA ,50.44358204,-104.5299137,306-522-7662,S4V 3A4
London Drugs ,50.4456831,-104.5331141,306-546-1617,S4V 3A6
Home Depot ,50.49484678,-104.6412877,306-564-5700,S4X 4V3
uBreakiFix ,50.49670658,-104.6440618,306-586-4349,S4X 4N9
Staples Canada ,50.47925939,-104.5951959,306-584-6625,S4R 8T6
Canadian Tire ,50.3087315,-107.7751098,306-773-0654,S9H 5B7
Staples Canada/Business Depot ,50.305085,-107.781275,306-778-1540,S9H 3X6
Todds Technology Store ,48.35975875,-107.87343,406-654-2553,59538
Computer Center ,48.55330143,-109.6782629,406-265-6000,59501
Staples Canada/Business Depot ,49.99741368,-110.6467889,403-504-2460,T1B 4K4
Home Depot ,49.9982,-110.6498,403-581-4300,T1B 4V7
Canadian Tire ,50.00745703,-110.6471176,403-526-6644,T1B 2X2
Best Buy Canada ,50.0051417,-110.6492151,403-527-0982,T1B 2R4
London Drugs ,50.008424,-110.6614966,403-580-4108,T1B 1E2
Rona Totem ,50.00613531,-110.6636857,403-528-9800,T1B 3Z9
ListenUP! Canada ,50.00972677,-110.6631411,403-528-3171,T1B 4E7
REDI Enterprises Society ,50.03011,-110.65915,403-526-9344,T1A 2W2
iFIX Phones Inc. ,50.04014204,-110.6776006,403-488-1220,T1A 0C5
Lens Tool Repair Services ,50.02437,-110.70038,403-504-6140,T1A 4W9
Cypress Communications ,50.0180312,-110.7090993,403-528-2244,T1A 8G1
Canadian Energy & Power ,50.021434,-110.709936,403-527-5300,T1A 7T9
The Source ,50.06290103,-110.6849367,403-488-4405,T1C 1Z2
Princess Auto ,50.06161881,-110.738942,403-525-2810,T1C 0C8
Commutron Industries Ltd. ,51.11821,-106.59625,306-854-2265,S0H 1J0
The Kiputer Store ,50.10318087,-102.6317674,306-736-5100,S0G 2S0
ListenUp! Canada ,51.20078,-102.48777,306-783-7095,S3N 2L4
Staples Canada/Business Depot ,51.20646,-102.44929,306-782-9300,S3N 4E5
Canadian Tire ,51.21031,-102.4461,306-783-9733,S3N 4B9
501 Audio/ The Source ,50.65544526,-102.0783947,306-745-2380,S0A 0X0
Roblin Recycling Depot ,51.2291635,-101.3528586,204-937-4791,R0L 1P0
Wakaw Co-op Lumber ,52.64890891,-105.7387804,306-233-4242,S0K 4P0
RONA ,52.24577,-106.39698,306-682-2527,S0K 2A0
Battery Boys ,52.1017,-106.56739,306-249-4460,S7V 1J7
Battery Boys ,52.1463,-106.5773325,306-664-9700,S7S 1P1
Jump.ca ,52.11462628,-106.5971944,306-683-3553,S7H 0W6
Saskatoon Home Hardware ,52.13778816,-106.5989484,306-374-5515,S7N 2G8
Battery Boys ,52.1147,-106.6168,306-955-6400,S7H 2X1
Staples Canada/Business Depot ,52.11486,-106.6208073,306-955-6536,S7H 0V4
London Drugs ,52.11486,-106.6208678,306-664-9526,S7H 0V4
Canadian Tire ,52.1473106,-106.6162928,306-373-3666,S7N 4V2
Home Depot ,52.0863749,-106.6405247,306-657-4100,S7T 0B5
RONA ,52.1505632,-106.6170027,306-933-1903,S7N 4Y1
Best Buy Canada ,52.1468561,-106.6186676,306-955-6800,S7N 4V2
Biggar Leisure Centre Ltd. ,52.11670225,-106.6344913,306-948-2266,S0K 0M0
U of S - Campus Computer Store ,52.12976,-106.63562,306-966-8377,S7N 5A3
London Drugs ,52.16727957,-106.6403491,306-975-0740,S7K 5S6
Staples Canada/Business Depot ,52.1581,-106.6546267,306-955-6044,S7K 3T8
Home Depot ,52.15794,-106.65715,306-651-6250,S7K 0V1
Battery Boys ,52.1581,-106.6571036,306-668-4653,S7K 3T7
Interstate Batteries ,52.17296348,-106.6519967,306-931-9903,S7K 0X7
Prairie Communications ,52.16864714,-106.6648679,306-933-2667,S7K 5W3
Prime Fasteners ,52.1639,-106.67082,306-975-9056,S7L 5Z9
Princess Auto ,52.17240677,-106.6682221,306-665-8022,S7L 5Y6
Tel-J Communications ,52.13027,-106.69015,306-665-8355,S7K 2C8
FH Canada ,52.1186646,-106.7057963,306-374-6776,S7M 5W7
Staples ,52.12914,-106.75881,306-249-9400,S7M 1L2
Outlook Mobility Centre ,51.48736667,-107.05393,306-867-2273,S0L 2N0
G & L Mobile Communications ,53.18057416,-105.751045,306-922-1170,S6V 7L8
Canadian Tire ,53.179158,-105.7605987,306-764-9000,S6W 1A1
Best Buy Canada ,53.19971,-105.73213,306-922-9410,S6V 8E3
RONA ,53.19971,-105.73213,306-763-7662,S6V 8E3
Prairie Mobile Communications ,53.1984309,-105.7604345,306-953-6900,S6V 5B7
PA Battery & Truck Accessories ,53.19853918,-105.7624347,306-764-1000,S6V 3V7
Prairie Mobile Communications ,53.19931,-105.7788247,306-763-6900,S6V 0C7
Staples Canada/Business Depot ,53.21150772,-105.7583573,306-922-1711,S6V 7J4
Murlin Electronics ,51.4761647,-109.1465233,306-463-6055,S0L 1S2
City of North Battleford ,52.77638265,-108.29756,306-445-1738,S9A 2Y6
Staples Canada/Business Depot ,52.7585908,-108.2749502,306-446-5200,S9A 3G8
Lake Country Co-op Home Centre ,54.11149,-105.90757,306-469-2014,S0J 0E0
577712 Saskatchewan Ltd. ,54.13319038,-108.433299,306-236-6122,S9X 1Z5
Staples Canada / Business Depot ,54.43524472,-110.2036879,780-594-7828,T9M 1Z9
Telephone Connections ,54.27032191,-110.7289764,780-826-4599,T9N 1B1
Tridon Communications (H.O.) ,56.7173203,-111.3547519,780-791-1002,T9H 4Y9
ListenUP! Canada ,53.27985021,-110.0082895,780-875-7303,T9V 0C6
Rona Totem ,53.2776878,-110.0299043,780-871-0470,T9V 0A6
Staples Canada/Business Depot ,53.27583408,-110.0542818,780-808-2010,T9V 2X4
Home Depot ,53.27801855,-110.0590768,780-870-9420,T9V 0X9
Princess Auto ,53.27808,-110.064117,780-872-5704,T9V 3A7
County of St. Paul ,53.99144,-111.2944208,780-645-3006,T0A 3A4
Ranch and Home Supply Inc ,48.371781,-114.242374,406-892-0176,59912
MaCon Supply ,48.2574321,-114.2721802,406-756-8033,59901
Cosner Comtech Inc. ,48.16431667,-114.2853533,406-752-8822,59901
Best Buy ,48.2375741,-114.3264848,406-752-1300,59901
Ranch And Home Supply Inc ,48.2132025,-114.3270909,406-755-4747,59901
Northwest Tool Repair ,48.40206,-114.33792,406-862-6280,59937
Lowes ,48.1912386,-114.3895848,406-758-3030,59901
The Home Depot ,48.1878139,-114.398839,406-755-5333,59901
DW Electronic Zone ,48.5098454,-114.5439335,406-862-1270,59937
Interstate All Battery Center ,47.52262,-111.30685,406-761-4236,59404
The Home Depot ,47.48278196,-111.3404378,406-268-0630,59404
City of Great Falls ,47.52866057,-111.2888178,406-771-1401,59404
Mosch Electric Motors Inc. ,47.52849911,-111.27903,406-453-2481,59414
Tool Box Inc. ,47.50064571,-111.3026059,406-452-6590,59405
Battery Warehouse ,47.51533204,-111.286788,406-727-0808,59401
Verizon Wireless ,47.49415816,-111.2674831,406-761-5422,59405
Best Buy ,49.65543323,-112.7927709,403-388-5060,T1K 7T6
Home Depot ,49.65819203,-112.7930202,403-331-3575,T1K 7V1
Princess Auto ,49.6612251,-112.7995951,403-327-7300,T1K 7B4
Rona Totem ,49.67005,-112.79451,403-381-9000,T1K 7T9
ListenUp! Canada ,49.67884588,-112.8034218,403-942-6467,T1K 2R2
Vulcan District Waste Commission ,50.40547615,-113.2593246,403-485-8442,T0L 2B0
Wolfes Home Hardware ,50.40531,-113.25962,403-485-2721,T0L 2B0
Lethbridge Waste & Recycling Centre ,49.7009293,-112.7801691,403-329-7367,T1J 4P4
City of Lethbridge ,49.6940274,-112.8331228,403-329-7364,T1J 0P6
Helen Schuler Nature Centre ,49.69458,-112.83382,403-320-3064,T1J 0P6
ListenUP! Canada ,49.6961307,-112.825875,403-327-8728,T1J 0J9
ListenUp! Canada ,49.69428633,-112.8385508,403-320-5051,T1J 2C9
Communications Group ,49.7004,-112.80013,403-380-6602,T1H 6S2
Canadian Energy & Power ,49.7004641,-112.7999027,403-327-5553,T1H 6S2
The Source ,49.698663,-112.840622,403-328-1179,T1J 4L9
Staples Canada ,49.6987611,-112.8401333,403-317-4530,T1J 4J9
London Drugs ,49.7010714,-112.8285548,403-320-7711,T1H 0E4
Coaldale Home Building Center ,49.7173737,-112.6173606,403-345-5695,T1M 1N1
Totem ,51.03816478,-113.3842176,403-934-4679,T1P 0B2
Willow Creek Regional Landfill ,50.0411247,-113.5898382,--,T0L 0T0
Willow Creek Regional Landfill ,50.0203266,-113.5835126,403-687-2603,T0L 0T0
NANTON HOME HARDWARE ,50.34556,-113.768704,403-646-2032,T0L 1R0
ListenUP! Canada ,50.5723626,-113.8712036,403-601-2243,T1V 1T2
Chestermere Utilities Inc. ,51.00873,-113.78882,403-200-1286,T1X 0N1
